Date,Predicted,Actual
16/02/2016 00:00:00,21874776,8064199,50900002
17/02/2016 00:00:00,21871399,6195032,51490002
18/02/2016 00:00:00,21868033,5594439,52330002
19/02/2016 00:00:00,21864678,5895824,51970001
22/02/2016 00:00:00,21861334,6733795,52279999
23/02/2016 00:00:00,21858001,7744168,5234
24/02/2016 00:00:00,21854679,8563955,50689999
25/02/2016 00:00:00,21851368,8831365,5173
26/02/2016 00:00:00,21848068,8185802,52599998
29/02/2016 00:00:00,21844779,6267854,51349998
01/03/2016 00:00:00,21841501,2719296,50970001
02/03/2016 00:00:00,21838233,718308,5241
03/03/2016 00:00:00,21834976,9303339,52970001
04/03/2016 00:00:00,21831730,8725374,52400002
07/03/2016 00:00:00,21828495,5095658,51560001
08/03/2016 00:00:00,21825270,8061827,50799999
09/03/2016 00:00:00,21822056,7272677,51889999
10/03/2016 00:00:00,21818853,2378164,5293
11/03/2016 00:00:00,21815660,3029395,5300
14/03/2016 00:00:00,21812477,8878627,52709999
15/03/2016 00:00:00,21809305,9579263,5275
16/03/2016 00:00:00,21806144,4785849,53450001
17/03/2016 00:00:00,21802993,4154066,54209999
18/03/2016 00:00:00,21799852,7340733,54919998
21/03/2016 00:00:00,21796722,4003797,5325
22/03/2016 00:00:00,21793602,3802335,53610001
23/03/2016 00:00:00,21790492,6396543,54110001
24/03/2016 00:00:00,21787393,144774,5384
28/03/2016 00:00:00,21784303,861836,54209999
29/03/2016 00:00:00,21781224,7571949,5366
30/03/2016 00:00:00,21778155,797316,5493
31/03/2016 00:00:00,21775096,9487755,54950001
01/04/2016 00:00:00,21772048,1782592,55049999
04/04/2016 00:00:00,21769009,452563,5543
05/04/2016 00:00:00,21765980,7385921,55189999
06/04/2016 00:00:00,21762962,0033608,54360001
07/04/2016 00:00:00,21759953,2139921,54869999
08/04/2016 00:00:00,21756954,337717,54669998
11/04/2016 00:00:00,21753965,341875,54490002
12/04/2016 00:00:00,21750986,1939127,54369999
13/04/2016 00:00:00,21748016,8613843,55119999
14/04/2016 00:00:00,21745057,3119507,55220001
15/04/2016 00:00:00,21742107,5133795,55299999
18/04/2016 00:00:00,21739167,4335444,55490002
19/04/2016 00:00:00,21736237,0404249,56630001
20/04/2016 00:00:00,21733316,3021061,56290001
21/04/2016 00:00:00,21730405,1867783,55799999
22/04/2016 00:00:00,21727503,6627363,5191
25/04/2016 00:00:00,21724611,6983799,51779999
26/04/2016 00:00:00,21721729,2622124,52259998
27/04/2016 00:00:00,21718856,3228413,5148
28/04/2016 00:00:00,21715992,8489773,50619999
29/04/2016 00:00:00,21713138,8094344,49349998
02/05/2016 00:00:00,21710294,1731292,5000
03/05/2016 00:00:00,21707458,9090807,5034
04/05/2016 00:00:00,21704632,9864101,4984
05/05/2016 00:00:00,21701816,3743401,49869999
06/05/2016 00:00:00,21699009,0421951,49919998
09/05/2016 00:00:00,21696210,9594003,50490002
10/05/2016 00:00:00,21693422,0954819,50330002
11/05/2016 00:00:00,21690642,4200663,51130001
12/05/2016 00:00:00,21687871,9028799,51200001
13/05/2016 00:00:00,21685110,5137492,51439999
16/05/2016 00:00:00,21682358,2225997,50799999
17/05/2016 00:00:00,21679614,9994563,51720001
18/05/2016 00:00:00,21676880,8144425,5048
19/05/2016 00:00:00,21674155,6377802,50470001
20/05/2016 00:00:00,21671439,4397896,5048
23/05/2016 00:00:00,21668732,1908885,50599998
24/05/2016 00:00:00,21666033,8615921,50700001
25/05/2016 00:00:00,21663344,4225131,51919998
26/05/2016 00:00:00,21660663,8443607,5193
27/05/2016 00:00:00,21657992,0979407,51919998
31/05/2016 00:00:00,21655329,154155,52259998
01/06/2016 00:00:00,21652674,9840016,52439999
02/06/2016 00:00:00,21650029,5585738,52639999
03/06/2016 00:00:00,21647392,8490604,52380001
06/06/2016 00:00:00,21644764,8267448,51990002
07/06/2016 00:00:00,21642145,4630053,52240002
08/06/2016 00:00:00,21639534,7293143,5202
09/06/2016 00:00:00,21636932,5972383,5200
10/06/2016 00:00:00,21634339,0384376,51049999
13/06/2016 00:00:00,21631754,0246655,49580002
14/06/2016 00:00:00,21629177,5277688,49900002
15/06/2016 00:00:00,21626609,5196867,49779999
16/06/2016 00:00:00,21624049,9724511,4952
17/06/2016 00:00:00,21621498,8581858,5041
20/06/2016 00:00:00,21618956,1491068,50639999
21/06/2016 00:00:00,21616421,8175213,50200001
22/06/2016 00:00:00,21613895,835828,51080002
23/06/2016 00:00:00,21611378,1765162,51279999
24/06/2016 00:00:00,21608868,8121663,49810001
27/06/2016 00:00:00,21606367,7154485,49099998
28/06/2016 00:00:00,21603874,8591236,48919998
29/06/2016 00:00:00,21601390,2160418,4991
30/06/2016 00:00:00,21598913,7591428,50720001
01/07/2016 00:00:00,21596445,4614555,51130001
05/07/2016 00:00:00,21593985,2960976,50830002
06/07/2016 00:00:00,21591533,2362755,50779999
07/07/2016 00:00:00,21589089,2552837,51419998
08/07/2016 00:00:00,21586653,3265049,5173
11/07/2016 00:00:00,21584225,4234094,5250
12/07/2016 00:00:00,21581805,5195547,52939999
13/07/2016 00:00:00,21579393,5885858,53560001
14/07/2016 00:00:00,21576989,6042342,5384
15/07/2016 00:00:00,21574593,5403181,53950001
18/07/2016 00:00:00,21572205,3707421,53700001
19/07/2016 00:00:00,21569825,0694964,53709999
20/07/2016 00:00:00,21567452,6106573,56150002
21/07/2016 00:00:00,21565087,9683863,5598
22/07/2016 00:00:00,21562731,11693,56080002
25/07/2016 00:00:00,21560382,0306199,56470001
26/07/2016 00:00:00,21558040,6838722,5652
27/07/2016 00:00:00,21555707,0511871,56610001
28/07/2016 00:00:00,21553381,1071492,5600
29/07/2016 00:00:00,21551062,8264264,56259998
01/08/2016 00:00:00,21548752,1837704,56599998
02/08/2016 00:00:00,21546449,154016,56849998
03/08/2016 00:00:00,21544153,7120808,5668
04/08/2016 00:00:00,21541865,8329652,56799999
05/08/2016 00:00:00,21539585,4917518,57650002
08/08/2016 00:00:00,21537312,6636055,58060001
09/08/2016 00:00:00,21535047,3237728,58169998
10/08/2016 00:00:00,21532789,447582,5816
11/08/2016 00:00:00,21530539,0104424,58029999
12/08/2016 00:00:00,21528295,9878446,58029999
15/08/2016 00:00:00,21526060,3553597,58009998
16/08/2016 00:00:00,21523832,0886395,57610001
17/08/2016 00:00:00,21521611,1634158,57540001
18/08/2016 00:00:00,21519397,5555007,57419998
19/08/2016 00:00:00,21517191,2407856,5743
22/08/2016 00:00:00,21514992,1952416,57599998
23/08/2016 00:00:00,21512800,3949188,57900002
24/08/2016 00:00:00,21510615,8159463,57799999
25/08/2016 00:00:00,21508438,4345319,57880001
26/08/2016 00:00:00,21506268,2269617,58279999
29/08/2016 00:00:00,21504105,1695999,5818
30/08/2016 00:00:00,21501949,2388887,5798
31/08/2016 00:00:00,21499800,4113478,57650002
01/09/2016 00:00:00,21497658,6635742,57009998
02/09/2016 00:00:00,21495523,9722423,57669998
06/09/2016 00:00:00,21493396,314103,57779999
07/09/2016 00:00:00,21491275,665984,57470001
08/09/2016 00:00:00,21489162,0047894,57630001
09/09/2016 00:00:00,21487055,3074992,56790001
12/09/2016 00:00:00,21484955,5511693,5600
13/09/2016 00:00:00,21482862,7129314,5650
14/09/2016 00:00:00,21480776,7699922,56389999
15/09/2016 00:00:00,21478697,6996338,56150002
16/09/2016 00:00:00,21476625,479213,57630001
19/09/2016 00:00:00,21474560,0861611,5727
20/09/2016 00:00:00,21472501,4979841,57349998
21/09/2016 00:00:00,21470449,6922618,57509998
22/09/2016 00:00:00,21468404,646648,57919998
23/09/2016 00:00:00,21466366,33887,57869999
26/09/2016 00:00:00,21464334,7467286,57080002
27/09/2016 00:00:00,21462309,8480978,5693
28/09/2016 00:00:00,21460291,6209244,57880001
29/09/2016 00:00:00,21458280,0432278,57810001
30/09/2016 00:00:00,21456275,0930998,5757
03/10/2016 00:00:00,21454276,7487047,5741
04/10/2016 00:00:00,21452284,9882784,5727
05/10/2016 00:00:00,21450299,7901286,57290001
06/10/2016 00:00:00,21448321,1326346,57740002
07/10/2016 00:00:00,21446348,9942466,57849998
10/10/2016 00:00:00,21444383,3534862,5791
11/10/2016 00:00:00,21442424,1889456,57889999
12/10/2016 00:00:00,21440471,4792875,57110001
13/10/2016 00:00:00,21438525,2032448,56700001
14/10/2016 00:00:00,21436585,3396208,57119999
17/10/2016 00:00:00,21434651,8672883,57360001
18/10/2016 00:00:00,21432724,7651898,57529999
19/10/2016 00:00:00,21430804,0123373,57470001
20/10/2016 00:00:00,21428889,5878118,5750
21/10/2016 00:00:00,21426981,4707633,60279999
24/10/2016 00:00:00,21425079,6404106,59939999
25/10/2016 00:00:00,21423184,0760407,60849998
26/10/2016 00:00:00,21421294,757009,60810001
27/10/2016 00:00:00,21419411,662739,60610001
28/10/2016 00:00:00,21417534,7727219,60009998
31/10/2016 00:00:00,21415664,0665164,6016
01/11/2016 00:00:00,21413799,5237487,59970001
02/11/2016 00:00:00,21411941,1241119,5982
03/11/2016 00:00:00,21410088,8473663,59529999
04/11/2016 00:00:00,21408242,6733388,58650002
07/11/2016 00:00:00,21406402,5819225,59779999
08/11/2016 00:00:00,21404568,5530771,60549999
09/11/2016 00:00:00,21402740,5668281,6000
10/11/2016 00:00:00,21400918,6032669,6048
11/11/2016 00:00:00,21399102,6425505,5823
14/11/2016 00:00:00,21397292,6649013,5902
15/11/2016 00:00:00,21395488,6506067,58330002
16/11/2016 00:00:00,21393690,5800193,58939999
17/11/2016 00:00:00,21391898,4335561,6041
18/11/2016 00:00:00,21390112,1916991,60779999
21/11/2016 00:00:00,21388331,8349941,6050
22/11/2016 00:00:00,21386557,3440513,6098
23/11/2016 00:00:00,21384788,6995447,61009998
25/11/2016 00:00:00,21383025,882212,60299999
28/11/2016 00:00:00,21381268,8728543,6034
29/11/2016 00:00:00,21379517,6523361,60650002
30/11/2016 00:00:00,21377772,2015847,60860001
01/12/2016 00:00:00,21376032,5015904,60110001
02/12/2016 00:00:00,21374298,5334062,59080002
05/12/2016 00:00:00,21372570,2781473,59700001
06/12/2016 00:00:00,21370847,7169914,6043
07/12/2016 00:00:00,21369130,8311781,60009998
08/12/2016 00:00:00,21367419,6020086,61299999
